vehicle_age,engine_cc,vehicle_value,safety_features,anti_theft,fuel_type,driver_age,driving_experience,license_age,previous_accidents,previous_claims,traffic_violations,usage_type,annual_mileage,previous_insurance,policy_lapses,claim_occurred
10,1200,2459007,0,0,0,71,51,51,1,0,2,0,30122,0,0,0
12,1200,1446311,0,1,0,24,4,3,0,0,0,2,17019,1,0,1
8,1200,551928,1,1,0,51,32,32,0,0,0,3,39975,1,0,0
9,800,1440398,0,0,0,23,1,0,0,0,0,0,52099,1,0,0
3,2000,975219,1,0,1,36,16,15,0,0,0,4,31220,1,0,0
16,1200,3780224,0,0,0,59,41,40,0,0,0,0,46878,0,0,0
13,2000,742909,1,1,0,25,6,6,0,0,0,2,18259,1,0,0
17,2000,1834159,0,1,4,65,45,45,0,0,1,1,11677,1,0,0
10,1500,1824696,1,0,4,47,28,27,0,0,1,0,3721,1,0,0
15,1200,3302740,0,1,1,19,0,0,0,0,0,3,53639,0,0,1
0,1500,3654441,1,0,0,33,15,15,0,0,1,1,3612,1,1,0
6,1200,717860,0,0,2,70,52,51,1,0,1,1,28923,1,0,0
9,1200,1354215,1,0,1,63,42,41,2,0,0,1,5262,1,0,0
8,2000,3672666,1,1,0,41,21,20,0,0,0,1,53237,1,0,0
2,1200,1163584,1,0,1,42,23,22,0,0,0,0,15857,1,0,0
13,2000,4777028,1,1,0,30,9,8,1,1,0,2,33364,1,0,1
14,1000,2233312,0,0,4,72,54,54,0,0,0,0,26325,1,1,0
1,1000,589118,0,1,2,26,4,3,2,0,1,0,15670,1,1,0
13,3000,1866726,0,0,0,47,28,27,0,0,0,0,59715,1,0,0
15,1500,2835741,0,0,0,26,4,4,1,2,2,0,59074,1,0,1
6,1500,3672886,1,0,0,57,35,35,2,1,1,3,31038,0,0,1
3,1500,3493340,1,1,3,24,5,5,0,1,0,0,28689,1,1,1
17,1000,558775,0,1,0,33,12,11,0,0,0,2,8948,1,0,0
4,1500,3204406,0,0,0,55,34,33,0,0,0,0,59035,1,0,0
5,800,577114,0,0,0,49,30,29,0,1,1,3,13669,1,0,0
6,1500,911016,1,1,0,46,26,25,0,0,0,0,36435,1,0,0
14,1500,4517407,1,0,4,60,38,38,0,2,0,0,27960,1,0,1
0,2500,750695,1,1,4,68,47,46,0,0,0,2,6525,1,0,0
3,1500,2255714,1,1,0,57,38,37,0,1,2,1,31267,1,0,0
0,1000,2119006,0,0,0,68,50,50,0,0,1,1,6094,0,0,0
10,1500,1574041,1,0,1,32,14,13,0,0,4,2,57647,1,0,0
17,800,1850974,0,1,1,28,9,9,1,0,0,4,41266,1,1,0
13,1000,1671507,0,0,0,26,6,6,1,0,0,0,30010,1,1,1
10,800,2353059,0,0,0,33,15,15,1,1,1,0,55808,1,0,1
9,1500,448016,0,0,0,42,22,22,2,0,0,0,29671,1,0,0
16,800,4987013,1,1,0,49,30,30,0,1,0,0,18688,1,0,0
3,1200,3984990,0,1,1,62,43,43,0,1,2,0,50697,0,0,0
14,2500,609128,1,0,0,27,5,4,0,1,0,0,24363,0,0,0
15,1500,3492621,0,0,0,27,8,7,0,0,0,0,56995,1,0,0
12,800,1243818,1,0,1,47,27,26,1,1,0,1,23276,1,0,0
8,1000,3737724,1,1,1,74,53,53,0,0,0,0,27895,1,0,0
10,1500,3142330,1,0,0,37,19,18,0,0,1,0,54825,1,0,1
10,2000,638917,1,0,0,58,40,39,0,0,0,0,30712,0,1,0
5,800,3497278,0,0,2,51,29,29,0,0,1,0,57119,0,0,0
0,2000,1534543,0,0,1,18,0,0,0,1,0,0,15005,1,0,0
5,1500,4736633,1,0,1,49,29,29,0,1,1,0,38636,0,1,1
12,1500,2731188,1,0,0,57,37,36,0,1,1,0,37478,1,1,0
4,2500,892109,0,0,0,48,26,26,0,0,1,0,29240,0,0,0
14,1500,4634238,1,0,0,65,46,46,1,0,0,0,53530,1,0,1
17,2000,4243590,0,1,0,71,50,50,0,1,0,3,20271,1,1,1
19,1200,3474650,1,1,0,28,10,9,1,1,1,2,46770,1,0,1
13,1500,4112631,0,0,3,58,37,37,0,0,0,0,25872,1,0,0
14,1500,3431867,0,1,1,74,52,51,0,1,0,0,17338,1,1,0
4,1200,392099,1,1,1,36,17,17,2,0,2,0,46410,0,1,0
3,1500,2850756,1,0,1,67,46,45,1,0,0,0,41628,1,0,0
1,1000,3767964,0,0,1,24,5,4,0,1,0,3,40214,1,0,1
6,1000,376204,0,1,1,70,49,48,0,0,1,1,24247,1,0,0
9,1200,4314618,0,0,1,46,28,27,0,0,0,4,13900,1,0,1
15,1500,1251738,0,1,0,59,39,39,0,1,0,4,24093,1,0,0
9,2500,2284197,1,0,0,55,34,34,0,0,0,0,30249,1,0,0
17,1200,2223639,1,1,4,70,50,49,0,0,1,0,41154,1,1,0
16,1500,3464030,1,0,1,53,33,32,0,0,1,0,54240,1,1,0
12,1000,1948626,0,0,1,50,30,30,1,0,1,3,50732,1,1,0
0,2500,900727,1,1,1,53,31,31,0,0,0,4,33221,0,0,0
0,1500,2091881,0,1,1,43,25,25,0,0,0,0,18330,1,0,0
14,2000,4828083,0,0,1,46,26,26,0,0,2,2,55705,0,1,1
0,2000,4936869,0,0,4,46,28,27,0,0,0,0,45270,1,0,1
5,1200,3492306,1,0,1,52,31,30,0,1,2,0,56547,1,0,0
12,1500,2013662,1,0,2,20,2,2,1,0,1,0,22110,1,0,0
0,2500,2185873,0,0,0,63,44,43,0,0,1,1,56447,1,0,0
4,800,4089487,1,0,4,22,2,1,1,2,0,0,37254,1,0,1
8,1500,312754,0,0,1,50,29,28,1,0,0,0,59082,1,0,0
16,2500,1513011,0,1,1,28,8,8,1,0,0,0,35603,0,0,0
15,1200,2250710,1,0,0,23,3,2,0,1,0,2,22738,1,1,1
7,2000,4953297,1,0,1,19,0,0,0,0,1,0,22224,1,0,1
16,2500,4119835,1,1,0,30,9,8,0,0,0,0,9860,1,2,1
14,1500,2313850,0,1,1,18,0,0,0,0,1,1,25942,1,0,0
0,1000,1777186,1,0,1,44,22,22,1,0,1,0,18935,1,0,0
11,1200,4275244,0,0,0,57,35,34,0,1,0,4,23722,1,0,1
4,800,3607893,0,1,1,59,41,41,1,1,0,0,27730,1,0,0
5,2000,3439354,1,0,1,32,13,12,0,1,0,2,12299,1,0,1
0,2000,1564364,0,1,1,52,33,32,0,0,0,1,54537,1,1,0
0,1500,4597120,0,0,1,47,29,28,3,0,1,1,7778,0,0,1
9,1200,3562059,0,1,1,23,1,0,0,0,2,0,26377,0,0,1
9,800,2467094,1,1,1,51,32,31,0,0,0,3,4821,1,0,0
2,2000,4851987,1,0,1,38,16,15,1,1,0,2,41800,1,0,1
16,1500,2472279,1,0,4,49,28,27,0,0,1,1,50224,1,0,0
18,2500,3717614,1,0,0,74,56,55,0,1,0,0,46875,1,0,0
10,1500,3449139,1,0,1,72,50,50,1,0,0,1,57255,0,0,0
17,2000,1649184,0,0,0,37,19,18,1,1,2,0,48589,1,0,1
1,1500,1984931,1,0,2,52,32,32,0,0,0,0,16002,0,0,0
8,1500,4786146,0,0,1,26,8,8,0,0,1,1,5661,1,0,0
16,1200,3817288,0,0,1,69,51,50,0,0,0,4,4937,1,0,0
13,2500,384360,1,0,0,54,32,32,0,0,0,2,7328,1,0,0
3,1500,2574886,1,1,4,23,5,4,0,1,1,0,54003,1,0,1
16,1200,493493,0,0,4,27,7,7,0,0,1,0,20963,1,0,0
16,800,4519484,0,1,0,70,49,49,0,2,0,0,52759,1,0,1
11,1200,1780986,1,1,1,26,7,7,0,2,1,0,35129,1,0,0
19,1500,774840,0,1,3,50,29,28,1,0,0,0,7029,0,0,0
17,1200,967885,1,1,1,33,15,14,0,0,1,4,55144,1,0,0
2,1000,2306754,0,0,1,49,29,29,0,0,1,1,59283,0,0,0
10,1500,2537146,1,0,1,55,35,35,0,0,0,4,14956,1,0,0
17,1000,1542430,1,0,1,65,44,43,0,1,2,0,8958,1,0,0
3,2000,1821610,1,0,1,37,15,15,0,0,0,2,26121,1,0,0
16,1200,1776638,0,0,0,37,18,17,1,0,0,1,31442,0,0,0
17,1500,1836914,0,1,1,20,2,1,0,1,1,0,17518,1,0,0
4,1000,668241,1,0,3,31,13,12,0,0,0,0,53017,0,0,0
13,1200,3250757,1,0,3,38,17,17,2,1,2,0,56795,1,0,1
9,1200,4132014,1,0,1,25,5,5,0,0,1,0,2235,1,0,0
14,2000,2981734,1,1,0,69,49,49,0,0,3,0,21522,1,0,0
0,2000,2416836,1,0,1,72,50,50,0,0,0,1,3071,1,0,0
15,1000,2237316,1,1,0,63,44,43,0,1,1,0,8024,1,0,0
10,1500,972326,1,0,1,41,23,23,0,0,0,0,42013,0,1,0
19,1000,3690805,1,1,1,64,43,42,0,0,0,3,5085,0,0,0
5,3000,4978091,0,0,0,38,16,15,0,0,2,0,41399,0,0,1
15,2500,3109991,0,0,1,59,40,39,1,1,1,2,21474,0,1,1
1,1500,4701080,0,1,2,49,31,30,0,1,1,0,49120,0,1,0
0,1500,751537,0,0,4,34,15,15,0,0,0,1,19109,1,0,0
8,2000,4306171,1,0,0,57,39,38,0,0,1,1,56127,1,0,0
11,1500,2974704,1,0,1,68,49,48,0,1,1,0,21604,1,1,0
16,1500,3676342,0,1,0,21,2,2,0,0,0,0,11118,1,0,0
14,2500,2760766,0,1,1,59,38,37,0,0,0,3,41526,1,0,0
18,1500,2654808,1,1,4,40,18,18,0,0,1,2,15835,1,1,0
9,1500,2365163,1,0,1,74,54,53,0,0,1,3,43402,1,0,0
11,2000,564278,0,0,2,53,34,34,0,0,0,0,5766,1,0,0
13,1500,1937990,0,0,1,69,48,48,1,0,0,1,27569,1,0,0
8,1500,4194338,0,0,0,39,19,18,0,0,0,0,26551,1,0,1
12,1000,909897,0,0,1,42,20,20,0,1,1,0,58525,1,0,0
2,1200,3745595,1,1,1,21,0,0,0,0,0,0,40865,0,0,0
13,1000,472238,1,0,1,27,8,7,1,0,1,2,32461,0,0,0
9,1500,3535020,0,0,0,41,23,23,0,0,0,0,37625,0,1,0
15,1200,1958174,1,0,0,52,30,30,0,0,0,0,21209,0,0,0
6,3000,4321330,1,0,1,67,46,46,0,1,0,0,36541,1,0,0
3,1500,3949310,0,0,0,31,12,12,1,0,1,0,14659,1,1,1
19,2000,4498100,1,0,4,37,15,15,0,1,1,2,51302,1,0,1
10,1200,842852,0,0,1,63,44,43,1,0,0,2,3573,1,1,0
15,2000,3935192,1,0,0,69,51,50,1,0,1,2,11609,0,0,0
19,1500,1442898,0,0,1,72,50,50,0,1,0,4,38075,1,0,0
3,1500,3444056,0,0,1,31,12,12,0,0,1,3,54241,0,0,1
16,1200,3657648,1,1,0,56,35,34,1,0,0,0,13139,0,0,0
12,1500,1336498,1,0,0,26,4,3,2,1,0,0,10130,1,0,0
10,1500,1964373,1,0,0,51,33,33,0,0,0,0,23532,1,0,0
2,1500,689273,1,0,0,37,17,16,0,0,1,3,7579,1,0,0
8,2500,509815,1,1,1,20,0,0,0,0,1,0,19605,1,0,0
5,2000,1546135,1,0,1,29,10,10,0,0,0,2,14005,1,0,0
10,3000,615317,0,1,0,68,46,45,0,0,1,4,18407,1,0,0
15,1500,1740549,0,1,1,65,43,42,2,1,1,0,43981,1,1,0
18,3000,3172685,1,0,3,56,38,37,0,1,0,1,35143,0,0,0
4,2000,3381909,1,1,1,29,9,9,0,0,0,0,5035,1,1,0
13,1200,3063902,1,0,1,59,38,37,0,0,0,4,43636,1,0,0
16,1200,356627,0,0,0,39,19,19,0,0,0,3,11523,1,0,0
2,1000,2090666,1,0,0,52,30,29,1,1,0,0,33583,1,1,0
3,800,4444245,1,1,0,57,36,36,0,1,0,0,33762,1,1,1
15,1000,3398172,1,1,1,48,27,27,0,0,0,0,38420,1,0,0
15,800,462022,0,0,1,73,55,55,0,0,0,0,20307,1,0,0
3,1500,1289634,0,0,4,24,5,4,0,0,0,4,12013,1,0,0
18,1200,2048629,0,0,1,26,7,6,1,0,0,3,46698,1,0,1
16,1200,3902030,1,0,0,68,50,50,0,1,0,0,34161,1,1,0
12,2000,901766,1,1,1,54,32,31,0,1,1,0,49429,1,0,0
0,2000,3459740,1,0,0,39,17,16,0,0,1,0,12926,0,0,0
11,3000,4393934,0,0,2,26,7,7,0,0,1,0,57950,1,0,0
3,1500,2145354,1,0,0,33,13,12,0,2,0,3,12388,1,0,0
10,1200,804636,1,1,0,69,51,50,0,2,0,0,41521,0,0,0
4,1200,830571,1,1,0,38,18,18,0,0,0,0,53951,1,0,0
1,1000,4281196,0,0,4,26,8,7,0,0,0,0,8138,1,1,0
16,1000,432409,1,0,1,29,11,11,0,1,0,0,17133,0,0,0
7,1200,689130,1,0,0,44,25,24,0,0,1,3,47188,1,0,0
5,3000,1457567,0,1,0,69,50,49,1,0,1,2,8925,1,0,0
8,800,1859454,1,0,0,64,44,43,0,0,1,0,52583,1,0,0
12,1000,3374442,0,0,0,67,45,44,0,0,1,0,45299,1,0,0
10,1000,1762649,1,0,0,26,5,5,0,1,1,2,17630,1,1,1
15,1500,3667272,0,0,1,44,24,24,0,1,0,4,13223,1,0,1
15,1200,2502282,1,0,1,45,27,26,1,1,0,0,22470,1,0,0
1,1200,1721953,1,0,4,52,31,30,0,1,2,0,30536,1,1,0
9,1000,4666908,0,0,0,60,39,38,0,0,1,1,28879,1,1,0
11,1200,621072,1,0,3,55,34,33,0,1,0,0,4267,1,0,0
7,1000,4054169,0,0,0,49,28,27,0,0,1,0,57319,0,0,0
10,1500,3670204,0,0,0,58,37,37,0,0,1,1,39242,0,1,0
9,800,3104910,0,1,0,20,0,0,0,0,2,0,33702,0,0,0
12,2000,4006825,1,0,4,73,54,53,1,1,1,0,25686,1,0,0
16,1500,4504395,0,0,4,26,7,6,0,3,1,0,20505,1,0,1
6,1500,4933803,0,1,3,20,2,2,1,0,0,0,39408,1,0,1
2,1200,4647295,0,1,0,68,46,46,0,0,1,4,4789,1,0,0
19,1200,3880960,1,0,2,53,33,33,0,1,0,0,10264,1,0,0
12,800,3258818,0,0,1,30,9,9,1,0,0,0,3774,1,0,1
18,1500,3689587,1,1,0,66,47,46,0,0,0,0,12470,1,0,0
6,1500,3742270,1,0,0,51,33,33,0,1,0,1,6091,1,0,0
8,1200,583588,0,1,1,47,26,26,1,0,0,0,3364,1,2,0
18,1500,3135423,0,1,2,33,15,14,0,0,0,3,54956,0,1,1
12,2000,1658771,1,0,2,50,29,29,0,0,0,0,2816,0,0,0
7,2000,4457312,0,0,1,52,31,30,0,0,0,3,54281,0,0,0
17,1000,1287961,1,0,1,33,14,14,0,0,0,0,9103,1,0,0
1,1500,3961653,1,1,1,55,36,36,0,0,0,0,19052,1,0,0
17,800,4147201,0,1,1,57,36,36,0,1,0,4,39317,0,0,1
17,1500,4821591,1,0,0,22,3,2,1,0,0,0,47930,0,0,1
10,1200,594903,0,0,1,25,5,5,0,1,1,0,43219,1,1,0
0,1000,2157673,0,0,0,71,50,49,0,0,1,0,35534,1,1,0
13,2000,3274062,1,1,0,50,31,31,1,0,2,1,6852,1,0,0
15,1500,1027145,0,1,0,68,50,50,1,1,0,0,36864,0,1,0
10,1200,1926747,1,0,1,47,29,28,0,0,0,3,11130,1,0,0
0,800,1690249,1,0,0,19,1,1,0,0,0,1,38854,1,0,0
6,1500,4563435,0,0,4,55,33,33,0,1,0,3,50074,0,0,1
15,2500,4672557,0,1,1,73,55,54,0,1,2,2,11234,1,0,1
13,1500,481793,1,0,4,55,37,36,1,0,1,0,29957,1,0,0
14,3000,4244261,1,1,0,37,17,17,0,1,3,3,41023,1,0,1
13,1000,739706,1,0,1,69,49,48,0,0,0,0,37398,1,0,0
10,1500,877543,1,0,4,26,4,3,0,0,0,0,22650,1,0,0
15,2000,3016384,0,1,0,18,0,0,0,0,1,0,25379,1,0,0
18,1500,3816590,1,1,0,19,0,0,0,1,0,0,20153,1,1,1
16,800,1422073,1,0,1,69,51,51,0,0,2,0,44763,1,0,0
5,1500,1626136,0,0,0,36,17,16,0,0,0,3,6780,1,0,0
10,1500,1493431,1,0,0,33,11,11,0,1,0,0,27167,1,0,0
16,1500,4256450,1,1,4,58,39,39,0,0,1,0,54855,1,0,0
8,2000,1279993,0,0,1,22,3,2,0,0,0,4,4761,1,0,0
17,2000,596644,1,0,1,49,30,30,2,0,1,0,35962,1,2,0
16,1500,2965461,0,0,0,73,53,52,0,0,1,0,49695,0,0,0
11,1000,1971982,1,1,0,37,19,18,0,1,1,0,3880,1,0,0
4,1200,3026779,1,1,0,60,41,41,0,0,0,0,20248,1,0,0
10,2000,4429954,1,0,1,69,48,48,0,1,0,3,3152,1,0,0
3,2500,3923089,1,1,1,31,13,12,0,0,2,1,55307,1,0,0
3,800,3536637,1,0,0,30,12,12,0,1,0,0,56284,0,0,1
2,1500,4067507,1,0,4,44,23,22,0,1,0,0,38436,1,0,0
16,1200,3277858,1,1,1,52,30,30,1,0,4,3,9257,1,0,0
6,1000,2094591,1,0,0,74,52,51,0,0,0,0,43743,1,0,0
3,1500,4418266,1,1,1,51,33,33,0,2,1,3,35920,1,0,1
12,1500,1923470,0,0,0,33,13,12,2,2,0,0,19889,0,1,1
11,800,782006,0,0,1,45,23,23,0,1,0,4,25950,1,0,0
0,2000,2584589,0,0,1,60,38,37,0,0,1,1,56658,1,0,0
18,2000,2175535,0,0,4,52,33,32,0,0,1,4,17352,0,0,0
19,2500,4765698,1,0,0,32,13,13,0,0,0,0,52957,1,0,0
17,1000,456760,0,0,0,20,0,0,0,0,1,2,24498,1,0,0
10,1500,1087378,0,0,0,44,24,23,0,1,1,0,2147,1,0,0
19,1200,1647518,1,1,0,44,25,24,0,0,0,0,33218,1,0,0
2,1200,3257447,1,0,2,68,48,48,1,0,0,0,31537,1,0,0
16,1500,4095489,1,1,1,21,3,3,1,2,1,0,8307,1,0,1
11,2000,4216568,1,0,4,38,18,17,1,0,1,0,33801,1,0,1
9,800,2095410,1,0,0,39,20,19,1,0,0,0,18056,1,0,0
7,2500,1152522,0,0,2,22,1,1,0,0,1,4,52015,1,0,0
14,2000,3862365,0,0,0,58,38,38,0,0,0,0,46830,0,0,0
4,2000,4442001,1,1,4,56,34,33,0,0,0,0,6165,0,0,0
3,2000,3509852,0,1,0,40,20,19,1,0,1,0,49392,1,1,0
19,1200,678198,1,0,1,40,20,19,0,0,0,2,58165,1,0,0
18,2000,2831431,0,0,0,30,10,9,1,0,0,1,35727,0,0,0
3,1200,4518497,0,0,0,44,22,22,1,1,0,0,58476,1,0,1
14,2000,3256327,0,1,1,72,52,51,0,2,0,0,21476,0,0,0
16,1000,571382,0,1,3,67,46,46,1,0,0,0,25463,1,0,0
11,1200,4894939,1,0,1,73,51,50,0,1,1,0,22760,1,0,0
2,1500,3466138,1,0,0,32,11,11,0,0,1,2,57731,0,0,0
9,1200,1166593,0,0,0,29,8,7,2,0,0,3,4007,1,0,1
14,1200,4567162,0,1,0,27,6,6,0,0,0,3,31319,1,0,1
9,1200,4300310,0,1,2,66,44,43,1,0,3,0,2461,0,0,1
17,2000,1331273,0,1,0,55,36,35,0,1,0,3,11235,0,0,0
0,1500,1243043,0,0,4,45,23,23,0,0,1,2,7152,0,0,0
2,1200,4694183,0,1,1,60,40,40,0,0,0,0,6003,0,0,0
11,1000,2260346,0,0,1,52,31,31,3,0,1,4,25673,1,0,1
0,1200,4303374,1,0,2,55,35,34,0,1,1,0,5062,1,0,0
2,1500,1429683,1,0,1,71,50,50,0,0,0,0,45746,1,0,0
2,1500,3072230,0,1,0,73,52,51,1,0,0,1,5237,1,1,0
4,1000,1167834,1,0,0,37,17,17,0,0,1,0,12801,1,0,0
18,1000,3841142,0,0,0,29,11,10,0,0,0,0,16697,1,1,0
0,1200,2144415,1,1,1,20,0,0,0,0,2,0,19926,1,1,0
3,1200,4183762,1,1,0,19,1,1,0,0,0,1,49895,1,0,0
3,1200,1484865,0,0,1,45,23,23,0,1,0,0,23451,1,0,0
16,2000,4984316,1,1,0,39,18,18,0,0,1,0,58760,1,0,0
13,1200,1643858,1,1,3,52,31,30,0,0,0,4,18207,1,0,0
17,1500,1855610,1,0,1,62,40,39,0,0,1,0,52600,0,0,0
0,1500,2361200,0,0,3,69,49,48,0,0,0,0,22386,0,0,0
15,1000,1922817,0,1,0,26,6,5,0,0,1,0,11621,1,0,0
2,1500,1390525,0,1,1,40,22,22,1,2,0,0,5918,0,0,1
8,1500,4526693,1,0,3,34,12,11,0,2,1,3,23624,1,1,1
3,1200,4006121,0,0,0,31,10,9,0,0,0,0,58728,1,0,0
4,2000,1763434,1,1,4,69,51,50,0,0,1,2,53859,1,1,0
10,1000,2503483,1,1,0,49,29,29,0,0,0,0,50516,1,0,0
8,2000,1191703,1,0,0,57,36,35,0,0,0,0,8236,1,1,0
2,1500,2324959,1,0,0,53,33,32,0,0,0,0,44755,0,0,0
5,1500,2568985,1,1,0,50,32,31,1,0,1,2,7343,0,0,0
10,2000,2449096,1,0,3,27,7,6,0,0,1,2,10740,1,0,0
8,2000,3476755,1,0,0,30,10,10,0,0,2,0,20072,1,0,0
14,1500,3569180,0,0,1,51,29,29,1,0,1,2,32305,1,0,1
2,2000,4983536,1,0,1,22,4,4,0,0,0,0,28453,0,0,1
0,1200,3514919,0,0,1,23,2,2,0,1,0,0,54710,0,0,1
19,1500,349028,0,0,0,50,30,29,0,1,0,3,33890,0,0,0
18,800,4547749,1,0,1,22,2,1,0,0,0,0,57726,1,0,1
13,800,1954863,1,1,0,41,22,21,0,0,1,0,47784,0,0,0
16,2000,1313120,0,0,1,64,46,46,1,0,1,0,12355,1,0,0
13,800,1775178,0,0,4,25,7,6,0,1,0,0,4883,1,1,0
16,1000,350111,0,0,0,35,14,14,0,0,0,0,17534,1,0,0
13,2000,4702382,0,0,0,42,20,19,0,0,3,2,19503,1,0,1
11,800,4411492,1,0,1,35,14,13,1,1,0,0,46707,1,0,1
15,1200,2980997,1,1,0,53,35,35,0,0,2,2,57458,1,0,0
0,1500,754134,0,0,0,43,23,22,1,0,2,0,41199,1,0,0
12,1500,3194253,0,0,0,37,15,14,0,1,0,0,11679,0,0,0
5,2000,941144,0,1,1,37,15,14,1,1,0,1,33576,1,0,0
16,1500,1630349,0,0,0,56,38,37,0,1,0,0,40876,1,0,0
11,1500,1244458,1,0,1,57,39,39,0,0,1,1,24597,1,0,0
18,1500,1093667,0,1,1,41,20,19,0,1,0,2,30366,1,0,0
5,1200,1529961,0,1,1,37,18,18,0,0,0,3,13974,1,0,0
6,1500,4012865,1,1,4,62,44,43,1,3,0,2,56839,0,0,1
0,2000,1137624,1,0,1,21,3,3,0,1,0,4,46024,0,0,1
0,1200,3670883,1,1,0,39,18,17,0,0,1,0,11426,1,0,0
4,1200,3297555,0,1,0,42,24,23,1,0,0,2,22248,1,1,1
5,800,327885,1,0,1,38,17,17,0,0,1,3,29925,1,0,0
15,1500,702507,1,0,4,35,17,17,1,0,0,1,28169,1,0,0
15,800,1524626,1,0,1,62,42,41,1,0,0,4,39903,1,0,0
13,1500,757323,1,0,0,63,45,45,0,0,0,0,52298,1,0,0
0,2000,4881016,1,0,3,26,7,6,0,0,0,0,23382,1,0,0
12,1500,3830043,0,0,1,61,39,38,1,0,0,0,34188,1,0,0
19,1200,1418244,0,0,0,26,5,4,0,0,1,0,36864,1,2,0
9,2000,2101155,0,0,1,50,31,31,0,0,0,2,10922,0,0,0
9,1200,3149564,0,0,0,58,37,37,0,1,0,1,31544,1,1,0
8,1500,3767549,0,0,1,24,5,4,0,1,2,4,9106,1,0,1
12,1500,1371099,0,0,0,50,29,28,2,0,0,3,49393,0,0,1
2,1000,3857668,1,1,0,19,0,0,1,0,1,0,58347,1,1,1
17,2500,2585082,1,0,1,67,45,44,0,0,0,0,19549,1,0,0
19,1000,969460,1,0,2,25,7,7,0,0,0,4,33631,1,0,0
1,3000,2720018,0,0,0,50,29,29,1,1,1,0,41562,1,1,0
16,800,3944998,0,1,0,52,31,30,0,0,1,4,4566,1,1,0
18,1200,3000908,0,0,0,46,24,24,0,0,0,0,5538,1,0,0
12,1000,4122806,0,1,2,49,28,28,1,0,0,3,11217,0,0,0
12,800,3098526,0,0,0,18,0,0,0,0,1,0,10107,1,0,1
0,1500,3553372,0,0,2,70,50,49,0,0,0,1,16408,1,0,0
1,1500,1368136,1,0,4,48,28,27,0,0,0,4,15602,1,0,0
0,2000,4893900,0,0,1,69,49,49,0,0,0,1,45997,1,0,0
4,1200,559876,0,0,0,52,30,29,0,0,0,3,41790,0,0,0
2,1200,4326525,0,1,0,57,36,36,0,0,0,0,42288,1,0,0
6,1500,1902443,1,0,0,61,39,38,0,1,0,1,37592,1,0,0
12,1200,1171697,0,0,0,56,34,33,0,0,1,0,42610,1,0,0
17,1500,2111572,1,1,2,37,18,17,0,0,1,0,38527,1,0,0
6,1500,4874069,0,0,0,50,32,32,0,0,0,0,39219,0,0,0
0,1000,4583965,0,0,0,40,21,21,0,4,0,2,44882,1,0,1
4,2000,436727,1,0,1,20,2,2,0,0,1,4,13822,1,1,0
16,1500,2071920,1,0,3,70,51,50,0,0,1,1,37473,1,0,0
7,1500,3787593,0,0,0,29,8,7,0,0,1,0,42776,0,0,0
14,1000,2545435,0,0,1,25,3,2,0,1,0,1,13904,1,0,0
19,1200,2431123,0,0,1,58,39,38,0,0,1,4,28038,1,0,0
3,1200,3026363,0,1,1,64,45,44,0,0,1,2,3569,1,0,0
1,1200,3540573,0,1,3,28,7,6,0,0,0,0,50682,1,2,1
4,1000,1549928,1,0,0,43,21,20,0,0,0,4,56573,0,0,0
0,2000,3486231,0,0,1,40,22,22,0,0,0,3,44211,0,0,0
4,1500,430942,0,0,1,55,36,36,0,1,2,2,35919,0,0,0
5,1500,2683999,0,0,3,22,4,4,1,0,0,4,57618,0,0,1
1,1000,4725944,1,1,0,49,29,28,1,2,0,2,7316,1,0,1
0,2500,4559859,1,0,0,22,3,3,0,0,0,4,19353,1,0,1
3,1000,3496661,1,1,0,65,43,43,0,0,0,2,14062,1,0,0
6,2000,3900122,0,0,2,32,12,11,1,0,1,0,18475,1,0,1
0,2500,1933339,1,0,3,60,40,39,0,1,0,0,23999,1,1,0
0,1500,738946,1,0,1,69,50,50,0,0,0,0,9463,0,1,0
7,3000,1730242,1,1,0,40,21,21,1,0,2,0,35243,1,0,0
19,1500,3780704,1,1,0,66,46,46,0,1,0,1,39556,1,0,1
15,1000,472588,0,0,1,45,26,26,0,1,1,1,29583,1,0,0
12,1000,1105060,0,0,4,36,14,14,0,0,0,0,27585,0,0,0
17,1200,2678663,0,1,2,71,49,48,1,1,1,0,50263,1,0,0
19,800,2671051,1,0,1,34,14,14,0,1,0,1,27546,0,0,0
9,1500,1296698,1,0,0,32,13,13,0,0,0,0,52408,1,1,0
11,1200,349348,0,0,4,30,10,10,1,0,1,2,43232,1,0,0
0,2000,3819207,1,0,2,40,18,17,0,2,1,0,9447,1,1,1
9,1200,2597748,0,0,0,35,16,16,0,0,0,4,43119,1,2,1
8,1200,3369540,1,0,1,40,18,17,1,0,0,0,8755,1,0,0
2,2500,3336319,1,0,0,33,14,13,0,1,2,0,33836,1,0,0
18,1000,3005829,1,0,1,37,16,16,0,0,0,1,10214,0,0,0
8,1500,1104446,0,0,4,42,20,20,2,2,1,2,16031,1,0,1
9,2000,2935679,1,0,0,49,31,30,0,0,1,4,14187,0,0,0
18,1000,1777838,0,1,1,38,19,18,0,0,1,3,28233,1,0,0
15,1500,1891286,0,1,1,18,0,0,1,0,1,0,11399,1,0,0
17,1200,1239320,1,0,4,45,24,23,0,0,0,0,38837,1,0,0
13,2000,2686351,1,0,0,44,23,23,0,0,0,0,21971,1,2,0
2,1500,4155261,0,0,1,69,47,46,0,0,0,0,15070,0,0,0
1,1200,2385098,1,0,0,44,26,26,1,0,0,2,24682,1,0,0
